qname	qlen	qstart	qend	strand	tname	tlen	tstart	tend	nmatch	alen	mapq
scaffold_169	51120	16857	16983	+	CP052044.1	4259108	3519280	3519406	110	126	0
scaffold_1454	575	470	537	+	CP052044.1	4259108	3519280	3519347	67	67	0
scaffold_128	78074	37003	37129	-	CP052044.1	4259108	3519280	3519406	105	126	0
scaffold_175	46490	3837	3965	-	CP052044.1	4259108	3519280	3519406	97	128	0
scaffold_1117	806	102	169	+	CP052044.1	4259108	3519280	3519347	61	67	0
scaffold_59	256653	15886	16027	+	CP052044.1	4259108	3519280	3519421	101	141	0
scaffold_13	1103368	10031	10157	+	CP052044.1	4259108	3519280	3519406	97	126	0
scaffold_107	93315	59556	59697	+	CP052044.1	4259108	3519280	3519421	111	141	0
scaffold_150	63801	53516	53634	-	CP052044.1	4259108	3519303	3519421	72	118	0
scaffold_63	225848	112756	112859	-	CP052044.1	4259108	3519303	3519406	87	103	0
scaffold_99	104861	93199	93317	+	CP052044.1	4259108	3519303	3519421	78	118	0
scaffold_93	118238	93184	98620	-	CP052044.1	4259108	3519303	3524742	775	5439	0
scaffold_210	35262	33163	33266	+	CP052044.1	4259108	3519303	3519406	87	103	0
scaffold_101	101313	79114	79202	+	CP052044.1	4259108	3519318	3519406	59	88	0
scaffold_218	33655	23933	24037	-	CP052044.1	4259108	3519318	3519421	63	104	0
scaffold_63	225848	34653	34722	-	CP052044.1	4259108	3519352	3519421	69	69	0
scaffold_1069	866	5	806	-	CP052044.1	4259108	3521084	3521885	706	801	0
scaffold_995	1001	1	997	+	CP052044.1	4259108	3521911	3522907	824	996	0
scaffold_1	2692756	275471	276434	-	CP052044.1	4259108	3523853	3524816	229	963	0
scaffold_13	1103368	10031	10157	+	CP052044.1	4259108	3524675	3524801	97	126	0
scaffold_99	104861	84858	84984	-	CP052044.1	4259108	3524675	3524801	80	126	0
scaffold_1117	806	102	169	+	CP052044.1	4259108	3524675	3524742	61	67	0
scaffold_169	51120	16857	16983	+	CP052044.1	4259108	3524675	3524801	110	126	0
scaffold_107	93315	59556	59697	+	CP052044.1	4259108	3524675	3524816	111	141	0
scaffold_1454	575	470	537	+	CP052044.1	4259108	3524675	3524742	67	67	0
scaffold_187	42170	1353	1420	+	CP052044.1	4259108	3524675	3524742	49	67	0
scaffold_128	78074	37003	37129	-	CP052044.1	4259108	3524675	3524801	105	126	0
scaffold_59	256653	15886	16027	+	CP052044.1	4259108	3524675	3524816	101	141	0
scaffold_175	46490	3837	3965	-	CP052044.1	4259108	3524675	3524801	97	128	0
scaffold_99	104861	93199	93317	+	CP052044.1	4259108	3524698	3524816	78	118	0
scaffold_63	225848	112756	112859	-	CP052044.1	4259108	3524698	3524801	87	103	0
scaffold_150	63801	53516	53634	-	CP052044.1	4259108	3524698	3524816	72	118	0
scaffold_210	35262	33163	33266	+	CP052044.1	4259108	3524698	3524801	87	103	0
scaffold_128	78074	8601	8645	-	CP052044.1	4259108	3524698	3524742	44	44	0
scaffold_101	101313	79114	79202	+	CP052044.1	4259108	3524713	3524801	59	88	0
scaffold_218	33655	23933	24037	-	CP052044.1	4259108	3524713	3524816	63	104	0
scaffold_63	225848	34653	34722	-	CP052044.1	4259108	3524747	3524816	69	69	0
scaffold_979	1052	472	610	-	CP052044.1	4259108	3529228	3529368	62	140	0
scaffold_154	60446	16161	16342	+	CP052044.1	4259108	3529228	3529409	127	181	0
scaffold_77	149510	133026	133181	-	CP052044.1	4259108	3529228	3529383	63	155	0
scaffold_154	60446	29240	31140	+	CP052044.1	4259108	3529228	3531125	581	1900	0
scaffold_96	109087	105772	106733	-	CP052044.1	4259108	3529228	3530191	421	963	0
scaffold_96	109087	42003	42298	+	CP052044.1	4259108	3529228	3529542	174	314	0
scaffold_85	135051	73211	73877	-	CP052044.1	4259108	3529228	3529900	265	672	0
scaffold_175	46490	17617	19874	+	CP052044.1	4259108	3529277	3531579	1253	2302	0
scaffold_96	109087	74710	74848	-	CP052044.1	4259108	3531901	3532038	71	138	0
scaffold_429	11191	9704	9847	+	CP052044.1	4259108	3532072	3532214	43	143	0
scaffold_93	118238	108586	108742	+	CP052044.1	4259108	3532072	3532228	52	156	0
scaffold_429	11191	5501	5643	-	CP052044.1	4259108	3532072	3532214	43	142	0
scaffold_51	297976	130707	131255	+	CP052044.1	4259108	3532072	3532622	96	551	0
scaffold_33	455355	437579	437636	+	CP052044.1	4259108	3534929	3534986	53	57	0
scaffold_401	12799	8895	8952	-	CP052044.1	4259108	3534929	3534986	53	57	0
scaffold_153	61587	7174	7389	+	CP052044.1	4259108	3534988	3535226	100	240	0
scaffold_169	51120	10464	10611	+	CP052044.1	4259108	3543467	3543615	98	148	0
scaffold_148	65701	44043	44190	+	CP052044.1	4259108	3543467	3543615	94	148	0
scaffold_175	46490	6492	6641	-	CP052044.1	4259108	3543467	3543617	96	150	0
scaffold_63	225848	201358	201507	-	CP052044.1	4259108	3543467	3543615	98	149	0
scaffold_387	13657	10887	11038	+	CP052044.1	4259108	3543467	3543617	100	151	0
scaffold_249	26889	989	1121	-	CP052044.1	4259108	3543467	3543596	54	132	0
scaffold_80	143857	61319	61460	-	CP052044.1	4259108	3543473	3543615	104	142	0
scaffold_115	86240	35229	35372	-	CP052044.1	4259108	3543473	3543615	73	143	0
scaffold_115	86240	21256	21398	-	CP052044.1	4259108	3543473	3543615	69	142	0
scaffold_172	48882	38657	38802	+	CP052044.1	4259108	3543473	3543617	87	145	0
scaffold_854	1662	191	335	-	CP052044.1	4259108	3543473	3543617	75	144	0
scaffold_88	125722	73918	74062	-	CP052044.1	4259108	3543473	3543615	57	144	0
scaffold_148	65701	38290	38434	-	CP052044.1	4259108	3543473	3543615	57	144	0
scaffold_194	39750	31892	31986	-	CP052044.1	4259108	3543521	3543615	57	94	0
scaffold_107	93315	59551	59697	+	CP052044.1	4259108	3549247	3549399	100	152	0
scaffold_99	104861	84858	84989	-	CP052044.1	4259108	3549247	3549384	85	137	0
scaffold_1454	575	470	527	+	CP052044.1	4259108	3549252	3549309	57	57	0
scaffold_13	1103368	10031	10157	+	CP052044.1	4259108	3549252	3549384	76	132	0
scaffold_169	51120	16857	16983	+	CP052044.1	4259108	3549252	3549384	95	132	0
scaffold_1117	806	102	144	+	CP052044.1	4259108	3549252	3549294	42	42	0
scaffold_210	35262	33163	33266	+	CP052044.1	4259108	3549275	3549384	72	109	0
scaffold_150	63801	53516	53634	-	CP052044.1	4259108	3549275	3549399	53	124	0
scaffold_218	33655	23933	24037	-	CP052044.1	4259108	3549290	3549399	53	109	0
scaffold_63	225848	34653	34711	-	CP052044.1	4259108	3549335	3549399	53	64	0
scaffold_85	135051	40665	43651	+	CP052044.1	4259108	3551184	3554172	1659	2988	0
scaffold_1426	591	400	576	+	CP052044.1	4259108	3554230	3554406	96	176	0
scaffold_86	130972	11	123	-	CP052044.1	4259108	3554230	3554342	57	112	0
scaffold_358	15501	15391	15474	-	CP052044.1	4259108	3554323	3554406	58	83	0
scaffold_2	2503568	29	112	+	CP052044.1	4259108	3554323	3554406	58	83	0
scaffold_282	22153	943	3058	-	CP052044.1	4259108	3554481	3556595	950	2118	0
scaffold_156	59460	19493	21674	+	CP052044.1	4259108	3559832	3562030	961	2198	0
scaffold_106	94230	71349	73533	-	CP052044.1	4259108	3559832	3562030	1075	2201	0
scaffold_93	118238	66185	68333	+	CP052044.1	4259108	3559867	3562030	679	2168	0
scaffold_106	94230	46133	46415	-	CP052044.1	4259108	3563857	3564139	153	282	0
scaffold_292	21110	8716	8888	+	CP052044.1	4259108	3563857	3564029	121	172	0
scaffold_304	20323	16759	16906	+	CP052044.1	4259108	3563882	3564029	95	147	0
scaffold_365	15120	14983	15112	+	CP052044.1	4259108	3564920	3565049	129	129	0
scaffold_112	88048	87545	88034	-	CP052044.1	4259108	3564944	3565436	432	492	0
scaffold_181	44073	789	1378	-	CP052044.1	4259108	3565427	3566016	348	589	0
scaffold_48	348853	333543	341163	+	CP052044.1	4259108	3566631	3574440	368	7809	0
scaffold_343	16140	2921	3061	+	CP052044.1	4259108	3566631	3566769	85	140	0
scaffold_102	100464	74917	75084	+	CP052044.1	4259108	3566631	3566798	153	167	0
scaffold_21	738175	55591	55757	+	CP052044.1	4259108	3566633	3566798	138	166	0
scaffold_70	181850	173079	180728	-	CP052044.1	4259108	3566660	3574440	401	7780	0
scaffold_32	471417	2675	10327	-	CP052044.1	4259108	3566672	3574411	184	7773	0
scaffold_129	76929	56613	57397	-	CP052044.1	4259108	3566808	3567592	97	784	0
scaffold_102	100464	74917	75086	+	CP052044.1	4259108	3574273	3574442	155	169	0
scaffold_343	16140	2921	3061	+	CP052044.1	4259108	3574273	3574411	85	140	0
scaffold_21	738175	55591	55757	+	CP052044.1	4259108	3574275	3574440	138	166	0
scaffold_212	35064	7180	7320	+	CP052044.1	4259108	3574302	3574442	95	140	0
scaffold_144	69844	55537	55635	-	CP052044.1	4259108	3574314	3574411	59	98	0
scaffold_33	455355	418910	419190	-	CP052044.1	4259108	3574954	3575218	80	280	0
scaffold_129	76929	20562	20917	+	CP052044.1	4259108	3574963	3575246	137	355	0
scaffold_175	46490	9618	9945	-	CP052044.1	4259108	3574963	3575218	109	327	0
scaffold_283	22139	21846	22131	+	CP052044.1	4259108	3574963	3575176	67	285	0
scaffold_133	76283	51080	51207	+	CP052044.1	4259108	3575128	3575255	127	127	0
scaffold_169	51120	23880	23998	-	CP052044.1	4259108	3575128	3575246	118	118	0
scaffold_175	46490	31430	31520	-	CP052044.1	4259108	3575128	3575218	80	90	0
scaffold_877	1508	1048	1165	-	CP052044.1	4259108	3575128	3575246	85	118	0
scaffold_210	35262	10296	10368	-	CP052044.1	4259108	3575147	3575218	50	72	0
scaffold_323	18080	18003	18064	-	CP052044.1	4259108	3575157	3575218	61	61	0
scaffold_321	18170	3918	4485	-	CP052044.1	4259108	3576301	3576868	484	567	0
scaffold_101	101313	3018	8983	+	CP052044.1	4259108	3576301	3582299	1501	6005	0
scaffold_106	94230	69534	71255	+	CP052044.1	4259108	3576587	3578311	285	1727	0
scaffold_148	65701	21005	22387	+	CP052044.1	4259108	3580657	3582058	57	1401	0
scaffold_150	63801	53516	53634	+	CP052044.1	4259108	3584329	3584448	57	119	0
scaffold_1387	609	274	410	-	CP052044.1	4259108	3584333	3584468	58	136	0
scaffold_93	118238	93114	93228	+	CP052044.1	4259108	3584333	3584448	57	115	0
scaffold_61	235649	222714	222797	+	CP052044.1	4259108	3584385	3584468	58	83	0
scaffold_128	78074	8601	8645	+	CP052044.1	4259108	3584404	3584448	44	44	0
scaffold_1454	575	493	537	-	CP052044.1	4259108	3584404	3584448	44	44	0
scaffold_16	897138	27665	27859	-	CP052044.1	4259108	3584566	3584764	43	198	0
scaffold_22	716055	26932	27261	+	CP052044.1	4259108	3584566	3584899	60	333	0
scaffold_1656	513	304	362	-	CP052044.1	4259108	3584706	3584764	43	58	0
scaffold_93	118238	26594	26677	-	CP052044.1	4259108	3584825	3584908	66	83	0
scaffold_1639	518	235	283	-	CP052044.1	4259108	3585001	3585049	48	48	0
scaffold_287	21903	4627	4678	+	CP052044.1	4259108	3585304	3585355	51	51	0
scaffold_1454	575	470	512	-	CP052044.1	4259108	3585336	3585378	42	42	0
scaffold_1117	806	102	144	-	CP052044.1	4259108	3585336	3585378	42	42	0
scaffold_88	125722	8884	8952	+	CP052044.1	4259108	3585536	3585604	55	68	0
scaffold_227	31762	10864	11262	-	CP052044.1	4259108	3585878	3586311	67	433	0
scaffold_181	44073	3134	3464	-	CP052044.1	4259108	3590451	3590781	57	330	0
scaffold_148	65701	32895	33067	+	CP052044.1	4259108	3602154	3602326	76	172	0
scaffold_181	44073	22990	23039	-	CP052044.1	4259108	3606159	3606208	49	49	0
scaffold_169	51120	568	2164	-	CP052044.1	4259108	3613320	3614913	319	1600	0
scaffold_51	297976	185406	186884	-	CP052044.1	4259108	3613404	3614875	342	1479	0
scaffold_14	908909	32572	32727	-	CP052044.1	4259108	3617668	3617824	55	156	0
scaffold_1553	536	437	486	+	CP052044.1	4259108	3617668	3617717	49	49	0
scaffold_30	507731	444074	444223	+	CP052044.1	4259108	3617674	3617824	96	150	0
scaffold_133	76283	14	103	-	CP052044.1	4259108	3617685	3617775	68	90	0
scaffold_16	897138	14	103	-	CP052044.1	4259108	3617685	3617775	68	90	0
scaffold_1255	684	571	676	+	CP052044.1	4259108	3617698	3617804	84	106	0
scaffold_336	17138	9129	9261	+	CP052044.1	4259108	3617713	3617846	108	133	0
scaffold_982	1040	31	121	+	CP052044.1	4259108	3617713	3617804	69	91	0
scaffold_323	18080	18003	18064	+	CP052044.1	4259108	3617713	3617775	40	62	0
scaffold_175	46490	9618	9945	+	CP052044.1	4259108	3617713	3618028	127	328	0
scaffold_175	46490	31430	31591	+	CP052044.1	4259108	3617713	3617875	98	162	0
scaffold_33	455355	418910	419020	+	CP052044.1	4259108	3617713	3617824	69	111	0
scaffold_210	35262	10296	10429	+	CP052044.1	4259108	3617713	3617846	110	133	0
scaffold_85	135051	111766	111836	+	CP052044.1	4259108	3617754	3617824	70	70	0
scaffold_336	17138	17008	17119	-	CP052044.1	4259108	3617754	3617865	108	111	0
scaffold_154	60446	36783	36841	+	CP052044.1	4259108	3617766	3617824	41	58	0
scaffold_218	33655	8782	10014	-	CP052044.1	4259108	3618537	3619769	841	1232	0
scaffold_1281	667	14	117	+	CP052044.1	4259108	3620158	3620261	91	103	0
scaffold_1656	513	304	354	+	CP052044.1	4259108	3620386	3620436	43	50	0
scaffold_63	225848	201377	201501	-	CP052044.1	4259108	3621094	3621221	80	127	0
scaffold_387	13657	10893	11017	+	CP052044.1	4259108	3621094	3621221	80	127	0
scaffold_115	86240	35248	35372	-	CP052044.1	4259108	3621094	3621221	54	127	0
scaffold_68	182924	17090	19419	+	CP052044.1	4259108	3624305	3626373	1088	2330	0
scaffold_11	1212133	54989	56722	+	CP052044.1	4259108	3624513	3626373	1035	1860	0
scaffold_1250	688	538	684	+	CP052044.1	4259108	3628351	3628497	89	146	0
scaffold_112	88048	87545	88034	+	CP052044.1	4259108	3631212	3631704	432	492	0
scaffold_365	15120	14983	15112	-	CP052044.1	4259108	3631599	3631728	129	129	0
scaffold_865	1564	378	1556	-	CP052044.1	4259108	3631599	3632777	839	1178	0
scaffold_1	2692756	47345	48284	-	CP052044.1	4259108	3631837	3632777	125	940	0
scaffold_292	21110	8730	8888	-	CP052044.1	4259108	3632619	3632777	107	158	0
scaffold_304	20323	16759	16906	-	CP052044.1	4259108	3632619	3632766	95	147	0
scaffold_842	1747	732	826	-	CP052044.1	4259108	3633504	3633598	64	94	0
scaffold_371	14652	10955	11092	+	CP052044.1	4259108	3633868	3634005	52	137	0
scaffold_273	23718	3680	3838	+	CP052044.1	4259108	3641389	3641541	62	158	0
scaffold_85	135051	73075	73877	+	CP052044.1	4259108	3645430	3646237	317	808	0
scaffold_1193	731	15	55	-	CP052044.1	4259108	3645641	3645681	40	40	0
scaffold_183	43655	7633	7773	+	CP052044.1	4259108	3645861	3646001	115	140	0
scaffold_154	60446	16161	16342	-	CP052044.1	4259108	3646056	3646237	158	181	0
scaffold_979	1052	472	610	+	CP052044.1	4259108	3646097	3646237	81	140	0
scaffold_85	135051	9228	9344	+	CP052044.1	4259108	3646121	3646237	73	116	0
scaffold_106	94230	93952	94185	-	CP052044.1	4259108	3646327	3646560	61	233	0
scaffold_852	1676	5	85	-	CP052044.1	4259108	3650781	3650861	56	80	0
scaffold_28	539988	17793	17998	+	CP052044.1	4259108	3652137	3652342	106	205	0
scaffold_282	22153	943	3058	+	CP052044.1	4259108	3658172	3660286	950	2118	0
scaffold_85	135051	74176	74790	+	CP052044.1	4259108	3659228	3659853	57	625	0
scaffold_308	19755	2684	2783	-	CP052044.1	4259108	3664348	3664447	57	99	0
scaffold_979	1052	813	886	-	CP052044.1	4259108	3664366	3664439	58	73	0
scaffold_77	149510	107881	108227	+	CP052044.1	4259108	3664391	3664739	57	348	0
scaffold_323	18080	14133	17742	-	CP052044.1	4259108	3670976	3674585	2599	3609	0
scaffold_68	182924	123580	127107	-	CP052044.1	4259108	3671032	3674559	1149	3527	0
scaffold_133	76283	54482	54702	-	CP052044.1	4259108	3674357	3674577	140	220	0
scaffold_133	76283	40121	40338	-	CP052044.1	4259108	3674368	3674585	143	217	0
scaffold_91	120630	13603	15440	+	CP052044.1	4259108	3674681	3676518	1424	1837	0
scaffold_318	18503	15294	15425	-	CP052044.1	4259108	3674810	3674941	46	131	0
scaffold_212	35064	7719	8862	+	CP052044.1	4259108	3674818	3675961	135	1143	0
scaffold_57	260754	104392	104903	-	CP052044.1	4259108	3675450	3675961	40	511	0
scaffold_61	235649	104012	104715	-	CP052044.1	4259108	3675606	3676309	117	703	0
scaffold_3	2381582	11642	15032	+	CP052044.1	4259108	3676520	3679647	1809	3398	0
scaffold_143	70430	144	3245	-	CP052044.1	4259108	3676520	3679647	2124	3128	0
scaffold_1658	512	15	512	+	CP052044.1	4259108	3678651	3679199	339	554	0
scaffold_88	125722	26220	26418	+	CP052044.1	4259108	3678754	3678952	185	198	0
scaffold_16	897138	4668	5433	-	CP052044.1	4259108	3678847	3679647	133	806	0
scaffold_1656	513	415	487	-	CP052044.1	4259108	3679751	3679822	50	72	0
scaffold_93	118238	68693	69057	+	CP052044.1	4259108	3687483	3687819	89	364	0
scaffold_93	118238	108586	108825	+	CP052044.1	4259108	3691336	3691573	66	239	0
scaffold_429	11191	5467	5643	-	CP052044.1	4259108	3691336	3691513	57	177	0
scaffold_80	143857	66325	66445	-	CP052044.1	4259108	3691483	3691611	67	128	0
scaffold_68	182924	84341	87151	-	CP052044.1	4259108	3699161	3701944	2271	2810	0
scaffold_85	135051	73633	73849	-	CP052044.1	4259108	3708648	3708864	135	217	0
scaffold_172	48882	32325	32717	-	CP052044.1	4259108	3709503	3709911	81	408	0
scaffold_85	135051	17236	17825	-	CP052044.1	4259108	3709532	3710146	89	615	0
scaffold_145	69505	5439	6005	+	CP052044.1	4259108	3709892	3710511	76	627	0
scaffold_154	60446	58738	59342	-	CP052044.1	4259108	3711748	3712352	49	604	0
scaffold_842	1747	578	689	-	CP052044.1	4259108	3716969	3717080	82	111	0
scaffold_401	12799	2678	2838	+	CP052044.1	4259108	3716979	3717139	114	160	0
scaffold_153	61587	32772	32932	+	CP052044.1	4259108	3716979	3717139	104	160	0
scaffold_153	61587	32772	32932	+	CP052044.1	4259108	3722273	3722433	104	160	0
scaffold_842	1747	578	679	-	CP052044.1	4259108	3722273	3722374	72	101	0
scaffold_401	12799	2678	2838	+	CP052044.1	4259108	3722273	3722433	114	160	0
scaffold_190	40947	4840	4880	+	CP052044.1	4259108	3723114	3723154	40	40	0
scaffold_429	11191	9683	9723	+	CP052044.1	4259108	3723114	3723154	40	40	0
scaffold_194	39750	18114	18421	-	CP052044.1	4259108	3739726	3740004	72	307	0
scaffold_10	1239786	1227057	1227323	+	CP052044.1	4259108	3742808	3743074	209	266	0
scaffold_128	78074	37272	38198	+	CP052044.1	4259108	3754494	3755420	495	926	0
scaffold_107	93315	25585	26893	+	CP052044.1	4259108	3754907	3756209	109	1308	0
scaffold_116	84153	599	1877	-	CP052044.1	4259108	3754990	3756267	71	1278	0
scaffold_61	235649	104308	104713	+	CP052044.1	4259108	3755015	3755420	116	405	0
scaffold_96	109087	96877	97920	+	CP052044.1	4259108	3755067	3756109	147	1043	0
scaffold_212	35064	7571	8862	-	CP052044.1	4259108	3755067	3756357	154	1291	0
scaffold_57	260754	104392	104732	+	CP052044.1	4259108	3755067	3755407	52	340	0
scaffold_365	15120	13923	14727	+	CP052044.1	4259108	3755306	3756109	129	804	0
scaffold_863	1570	893	1128	+	CP052044.1	4259108	3755388	3755622	79	235	0
scaffold_14	908909	130	323	+	CP052044.1	4259108	3755567	3755760	52	193	0
scaffold_1496	558	75	547	-	CP052044.1	4259108	3755664	3756136	57	472	0
scaffold_96	109087	51017	53971	-	CP052044.1	4259108	3762403	3765357	2411	2954	0
scaffold_1186	734	11	349	-	CP052044.1	4259108	3765414	3765752	57	338	0
scaffold_1008	950	39	934	+	CP052044.1	4259108	3767811	3768706	585	895	0
scaffold_1558	534	52	407	-	CP052044.1	4259108	3768135	3768490	134	355	0
scaffold_258	25314	92	1046	+	CP052044.1	4259108	3768687	3769641	675	954	0
scaffold_328	17820	9	239	+	CP052044.1	4259108	3769411	3769641	156	230	0
scaffold_75	154281	118667	119037	+	CP052044.1	4259108	3769714	3770090	98	387	0
scaffold_150	63801	58180	58450	+	CP052044.1	4259108	3783910	3784179	67	270	0
scaffold_296	20863	631	2275	+	CP052044.1	4259108	3784351	3786005	987	1654	0
scaffold_156	59460	25428	27103	+	CP052044.1	4259108	3786352	3788021	259	1676	0
scaffold_51	297976	161312	163417	+	CP052044.1	4259108	3791938	3794056	1290	2119	0
scaffold_80	143857	77803	78765	-	CP052044.1	4259108	3797152	3798113	650	962	0
scaffold_75	154281	69621	71822	-	CP052044.1	4259108	3797814	3800014	911	2202	0
scaffold_296	20863	411	532	+	CP052044.1	4259108	3800072	3800193	79	121	0
scaffold_842	1747	578	675	-	CP052044.1	4259108	3807414	3807511	68	97	0
scaffold_401	12799	2682	2838	+	CP052044.1	4259108	3807414	3807570	101	156	0
scaffold_842	1747	1451	1717	+	CP052044.1	4259108	3808836	3809102	202	266	0
scaffold_1361	623	40	604	-	CP052044.1	4259108	3809121	3809689	361	568	0
scaffold_1386	610	59	581	-	CP052044.1	4259108	3811959	3812481	426	522	0
scaffold_51	297976	161312	163417	+	CP052044.1	4259108	3812908	3815026	1290	2119	0
scaffold_51	297976	269660	269917	+	CP052044.1	4259108	3819472	3819729	163	257	0
scaffold_153	61587	27100	27251	+	CP052044.1	4259108	3819594	3819745	98	151	0
scaffold_13	1103368	20460	20675	-	CP052044.1	4259108	3819629	3819844	76	215	0
scaffold_133	76283	40121	40338	+	CP052044.1	4259108	3820982	3821199	143	217	0
scaffold_323	18080	14133	17742	+	CP052044.1	4259108	3820982	3824591	2599	3609	0
scaffold_133	76283	54482	54702	+	CP052044.1	4259108	3820990	3821210	140	220	0
scaffold_68	182924	123580	127107	+	CP052044.1	4259108	3821008	3824535	1149	3527	0
scaffold_429	11191	3991	4168	+	CP052044.1	4259108	3834138	3834327	75	189	0
scaffold_75	154281	45829	46004	-	CP052044.1	4259108	3834138	3834318	86	180	0
scaffold_145	69505	2647	2731	+	CP052044.1	4259108	3834138	3834222	62	84	0
scaffold_262	24986	19911	20073	-	CP052044.1	4259108	3834147	3834318	74	171	0
